30610: 31113,35651,51995,51059,30984,30572,36112,17374,41390,7222
3752: 17,302,58,29,84,354,40907,32379,14417,39857
34742: 6082,49960,100971,97478,117666,89583,10259,42001,28427,4173
6851: 3915,43765,6620,47504,43605,48078,6545,24647,1717,31461
19764: 1930,58,289,17,302,616,84,47211,23184,45383
22863: 18289,76,2852,28157,27283,47869,32816,38640,47813,44668
26995: 102415,70366,7153,103901,3348,46080,76782,76334,70728,20364
30094: 17,302,650,182,616,1245,46253,46419,99,23459
4269: 1196,18867,29,17,616,58,84,3978,39212,8796
8401: 302,239,654,58,84,44744,48983,17568,37294,5644
39391: 17,616,654,542,302,61,39744,37135,30818,37725
12533: 3632,9617,29,58,616,39782,12497,46931,25318,26786
42490: 13889,1164,4880,17,76,698,361,48220,23812,2818
24413: 239,302,654,84,58,42492,18688,49243,32524,14717
29578: 2139,4328,21288,9588,42817,31435,5345,40853,27141,31004
31644: 1164,4880,17,76,698,361,33355,49265,50793,27183
13050: 11924,36619,12660,22127,46856,18819,19242,23623,26276,29992
16666: 65613,63242,95078,43753,39257,118783,36825,10166,23171,49043
29062: 302,654,8,58,29,354,853,29920,13920,2121
32161: 28977,168,719,1528,26502,38371,23733,11678,10575,43182
3237: 87614,110318,54099,41101,58923,28760,22678,102041,28100,49904
34227: 650,2602,10455,62,1348,236,58,31069,24892,3565
6336: 3107,17,15189,46156,13098,17719,27944,1242,28283,20923
12534: 50937,33008,51633,115121,106285,35882,15907,16148,27134,4884
41975: 94069,100828,16488,47693,37216,15399,20536,43146,17693,30337
14084: 2467,17,302,654,84,899,3389,20558,35400,11670
16667: 59292,2548,3307,37121,44687,15483,9711,23412,44209,6556
1172: 889,7984,24429,56962,302,58,17,616,31324,3409
3238: 65,6793,889,17,302,616,654,17509,33228,8806
39393: 114,5303,616,17,302,8,84,41436,50951,32090
13568: 4697,22277,12087,23391,7427,1608,10123,34806,27550,22958
14601: 74319,110399,37415,42798,43553,14608,418,19713,34308,13556
23382: 1119,302,84,48,17580,16772,19428,18883,17827,42992
25448: 14498,574,21703,39173,36501,39628,13841,5130,34005,13867
27514: 603,533,19388,12307,3144,17744,5072,12913,7818,33476
4788: 58,1102,302,654,616,518,11957,38705,17030,43687
8920: 10071,81,2176,15146,52005,45664,36997,45602,38843,36646
16151: 861,17,302,58,84,518,1102,19058,24874,9815
28031: 3137,162,17,45067,50274,25787,8548,12055,27704,48544
31130: 14790,20707,14415,21290,31957,31621,43196,16410,51268,16658
3239: 17,29,58,616,84,354,10522,646,44035,3467
6338: 398,5048,138,302,654,4998,10650,27193,7157,22805
9437: 53318,1342,42500,1707,30201,5524,27705,41872,28628,40364
39394: 23172,4011,50486,13737,50155,25142,11882,4165,43512,18615
40427: 71113,20481,69106,13664,6618,21936,12023,40189,7356,29534
12536: 508,94,17,302,58,84,29,1102,26113,28668
21317: 3915,3864,17,508,76,50896,30944,10704,34666,9670
25449: 4594,17863,14815,31720,30179,38826,27993,47919,41743,2230
4789: 4616,32293,42038,44000,8440,40935,8764,875,28220,33068
5822: 19442,17,616,1405,45690,5782,29844,48016,40986,9521
7888: 709,11,54038,861,17,654,58,84,49074,33922
38878: 2097,17,302,5516,25033,32974,38832,25165,12568,29235
47659: 36057,63627,39610,122910,86929,87238,109526,26652,11314,42115
19768: 3526,103858,29367,157,1411,50404,51068,3164,46983,39333
21834: 17,8,518,84,616,787,6385,25327,32058,8949
22867: 17,23496,10221,38674,40937,7343,15370,18389,18576,38563
28032: 51224,18123,17425,16850,9502,1875,21880,47524,38136,278
4273: 361,302,654,84,29,26231,8986,1920,36606,29794
5306: 285,596,17,616,302,654,58,23294,46978,46044
38362: 65,508,1382,17,302,654,616,84,29264,51571
10471: 1405,58,101,17,302,654,11468,25346,19043,48331
21318: 16760,42494,33977,6584,34974,52025,22606,45319,31472,46016
29582: 840,7279,3025,40246,23025,17176,17476,32001,43952,24017
7889: 2379,226,17,81,44828,16836,41860,36279,35958,51313
14087: 353,8794,3440,12495,52829,55235,92188,30554,1465,9650
142: 296,709,1965,454,5176,19984,58,30168,8310,9390
32165: 17,2548,19368,32216,12295,46871,11905,20060,29756,22416
5307: 41438,39902,31007,20695,36085,22492,5715,27475,1076,18031
8406: 699,58,29,17,654,8,1102,29873,50067,20481
41462: 15111,46619,48387,47593,17478,16360,33309,34919,42951,13690
42495: 1533,2461,4238,50298,41891,50616,49231,8866,26116,2784
47144: 3176,52022,19225,27005,3264,5156,43192,32963,29853,27773
53342: 3176,48897,28905,40613,24498,17811,12837,13431,19884,26349
24418: 43024,13701,33341,44204,10025,43938,51930,39073,46388,12805
41979: 12720,23690,47087,10419,19024,13492,24076,43726,31021,7666
43012: 28536,1243,55580,73956,60144,19645,30273,5031,7941,29332
14088: 14259,4671,1077,7468,15261,47568,27932,16799,14066,25612
143: 49245,86747,483,394,3231,16146,6677,28787,16412,38922
30100: 17164,654,363,17,11804,10743,32085,2122,10670,15993
4275: 29,32,17,654,616,58,84,8,14480,51801
30617: 13419,18016,564,40119,12358,51168,42095,41443,39174,51994
8924: 13170,1410,17,76,35782,417,19610,28308,29156,6087
5309: 1382,6733,89092,61628,17,48,16386,39515,5648,10084
40431: 14047,70,950,44731,12745,33970,50667,28253,8279,46282
11507: 361,17,650,27039,28674,4495,3615,15592,14904,2685
41464: 30137,20248,51905,46400,53789,40142,5463,33148,16509,34633
12540: 1348,29,17,654,58,17875,51644,24204,8448,40848
43530: 34228,4927,120837,616,58,17,43874,19806,28577,42846
22354: 1615,22556,23688,12624,10621,46964,17811,28773,51071,8682
2727: 7909,20913,29,58,84,1102,21954,41771,51926,23490
32684: 58,289,101,2469,73,48304,51054,4014,18927,45598
37849: 17973,28328,43713,22501,1022,36680,21732,5925,24669,13277
10991: 2139,17,81,13344,12198,20113,18396,43285,14936,4832
21838: 5480,168,32148,11992,46878,46653,39596,48584,45028,35557
2211: 17,29573,38203,12540,2404,13855,41698,28834,49901,40793
33201: 40,43743,12189,20859,1724,29225,42813,4769,16401,31704
4277: 4756,8276,17,58,654,29,518,46702,45362,46719
9442: 780,226,10490,15453,14425,15322,51961,35918,41215,33734
41465: 6304,29477,8011,19946,36930,29728,41175,3182,13328,23364
12541: 2139,17,302,654,226,76,10768,37864,43631,48689
15640: 14202,17,302,28688,40664,20553,21745,48454,42496,34944
24421: 70365,80290,33658,29191,11894,24549,14751,45405,19919,51091
28553: 901,190,1239,4793,16804,23782,3270,44494,48854,19500
4794: 322,10044,48209,38245,35069,36050,28349,16633,31796,37186
22872: 239,3,302,654,84,58,1102,1248,7560,30754
28037: 1276,17,616,654,302,58,15,48645,16454,40782
38367: 8,654,564,616,51283,4814,6537,31969,35439,28565
9443: 302,58,654,84,8,518,29,650,23996,50180
16674: 3250,302,17,616,654,84,30208,41143,7151,3188
17191: 18867,17,226,654,564,70,302,616,27601,6585
28554: 43896,19466,27012,73003,21521,88952,44848,16087,23368,49258
31653: 6754,33763,840,3196,2548,10541,27070,46954,31771,33661
7894: 63428,17,9380,24701,40807,2418,47443,46560,10536,47860
19774: 12332,616,17,70,10134,7775,49830,44015,29901,22801
20807: 87666,107182,94721,66768,117512,48420,26958,32628,45453,18192
22873: 518,58,1102,17,654,8,101,354,15567,12181
3246: 43888,603,533,5920,20136,10953,1388,51935,2385,12760
6345: 10985,46215,14202,616,58,654,76,10129,1498,1898
8411: 239,302,654,84,58,1102,18588,21195,8194,32336
11510: 650,190,654,616,17,58,29,22106,9370,36556
42500: 1205,827,17,245,7884,23799,37093,32955,44625,4454
30621: 3229,38234,26822,38641,40347,48757,1360,33280,1981,1614
2730: 5871,10520,616,17,654,542,518,24272,4734,49449
4796: 4622,78605,10503,8454,27291,43385,3187,7480,39583,44672
34753: 75114,8557,6049,3739,38692,8406,16483,33524,3901,30698
9961: 2178,18536,119109,22632,63691,26831,10794,18483,47317,45871
12027: 3937,17,302,58,564,650,4388,47266,10654,51589
13060: 1125,21573,27013,44888,4585,16142,48066,13926,32902,9589
23907: 84675,43475,8542,39611,28011,7847,27253,47542,14177,14647
27006: 54351,96168,15110,77167,38434,18851,15083,17896,42537,7569
148: 378,1405,5545,5103,6024,18867,39786,35622,1976,30844
10478: 17,5254,302,58,616,84,23890,44643,11929,38594
11511: 2520,58632,76547,18210,23201,33968,16318,33389,226,11931
12544: 58,354,17,616,302,654,518,23340,48058,29824
19259: 76009,44253,23200,15816,78321,15161,33267,11773,3625,42929
30622: 12597,12495,1617,93408,121818,48197,43327,10772,4473,31987
2731: 12710,18127,29,101,616,84,354,21558,7057,4165
33721: 81,20555,26636,35295,48981,7647,40784,25579,34409,37199
4797: 65,402,755,3304,4522,13193,48842,27760,15254,35276
40952: 57175,49506,35539,13635,39848,24765,7563,51446,6275,35388
12028: 5465,1217,4578,2316,289,654,84,41887,25901,17289
17193: 51158,131,17,42572,34815,7071,9621,3721,46395,30693
20809: 885,16995,23691,17788,12228,5960,24271,50221,13652,36014
28040: 37683,115562,71666,27551,19866,25797,23596,37118,48151,1425
4281: 285,322,901,10930,17,861,302,58,29,50817
8413: 17,409,616,15,542,32,8980,31426,9139,9082
10479: 16697,113585,70299,30754,12568,5519,6162,26609,34241,37689
666: 4510,10192,10981,1337,18920,6061,42816,9688,10632,38201
33722: 6186,13957,22975,3220,8844,33129,2644,2691,14760,52072
35788: 16804,42096,49129,8767,4112,14357,34191,51815,23387,43090
13062: 5998,2656,9093,8,4300,939,50946,26755,20927,50501
14095: 193,37938,16742,30015,2537,30344,8388,12569,42409,26155
20810: 25749,35658,2354,43694,22087,10452,17721,5329,24064,10882
52833: 3841,23980,28162,4929,31325,33214,35375,50652,27890,41149
29074: 17,616,302,58,654,650,76,12373,6302,33595
150: 289,101,17,302,654,650,29,30113,10237,23096
33206: 168,5295,43825,22447,25267,32723,45063,6059,11477,5546
10480: 58,101,17,302,654,542,25271,10017,39383,16865
20294: 17,25913,88215,56463,91212,7361,50658,2134,26744,47774
28558: 8725,9903,33171,419,43454,4693,37402,23711,31148,37301
667: 1405,37653,17,5199,36068,3172,4845,20174,6824,13153
8931: 1196,58,301,302,654,616,84,518,5373,40827
38888: 66812,86058,99983,86808,21426,82807,17160,100407,25966,1890
44053: 74638,27041,43765,13487,39884,46557,41190,43129,5268,51909
17195: 302,86747,616,861,17,654,43671,4727,3075,48999
24943: 36323,25366,18939,49439,10748,20176,4809,35177,13645,29194
25976: 1730,5097,3568,2139,17615,43349,12290,33906,28601,11705
33207: 14113,34876,46190,20917,30334,43992,49236,18884,500,45691
43537: 20757,26438,87952,24807,5518,30184,32683,17763,27107,35841
14613: 65,29,861,17,654,58,19500,49732,10174,51129
16679: 83851,15298,79442,73470,36088,10258,22259,44895,43035,15275
19262: 12272,45163,661,11255,48051,8825,36100,33783,46718,4867
2734: 564,5022,76,1069,4017,6647,30382,13915,32807,37864
15130: 8588,51320,2799,32112,32479,8216,1295,1735,50112,22619
46120: 1139,9681,690,18921,26359,11178,42147,25582,3797,4205
20812: 33552,245,1744,441,48730,22714,44435,7237,11243,12807
25977: 3107,23191,1352,10041,3172,189,4825,1712,2867,36410
35274: 12022,8880,50211,13023,8657,5708,25046,49034,737,37373
7383: 17,422,7501,19886,20327,51544,33084,3214,30250,38732
28560: 17186,2379,81,226,70,1037,42020,3786,44425,39221
669: 14435,111861,31193,9269,29502,1617,6157,32743,28510,27011
30626: 28693,21607,103775,107777,47544,122762,5958,5291,11495,31635
2735: 37856,28429,21079,28572,17875,14843,46294,13274,29666,38879
5834: 2937,5708,17,302,654,58,28106,5224,7403,26821
10999: 11122,17,29,654,616,58,84,34716,5595,17266
15131: 86295,39390,45926,22966,24439,29612,39139,12686,3926,48322
24945: 1069,32737,49888,13864,37569,12175,44599,25683,20541,28562
35275: 4459,10687,1352,10041,1527,189,4825,1248,22242,33481
6351: 1913,18892,19089,17,5732,27083,31299,21868,48088,19397
12549: 546,254,17,302,654,354,76,25092,51052,500
14615: 802,16241,23180,17324,5446,34284,43170,13714,11101,18128
15648: 4671,8759,30676,48954,40595,27380,50191,14869,38271,4052
45605: 10039,5097,2139,3568,890,9436,11802,30068,34093,20266
22363: 14470,61920,5838,27114,22189,9280,33882,1927,44430,8936
1703: 650,116,709,7312,20192,302,654,84,27445,49851
4802: 13221,302,654,58,84,36628,14717,44558,16238,16708
11000: 4616,10071,780,6488,17414,19916,33203,33249,6913,25885
19781: 17,302,654,84,58,616,301,3075,1981,14075
30111: 131,17,84,30699,7805,46047,13471,29728,1053,29537
37342: 17,654,616,302,58,29,19275,38939,22561,16146
9451: 899,302,58,616,84,29,11685,35113,24086,26386
19265: 1475,17,654,616,302,58,29,1550,43789,39016
2737: 42701,5715,17,302,654,32000,2264,32719,306,7609
8935: 55062,302,654,616,84,45169,41093,26298,23744,7057
24947: 7984,56962,17,616,84,302,42728,44741,14197,6732
38376: 17,84,302,899,44674,25163,6188,22305,47418,32222
13584: 3632,787,17,616,654,302,12793,6954,47124,5449
17716: 18716,25956,19908,51677,1718,34975,102013,8552,24632,5404
20299: 84,1102,61,22659,45668,22440,8613,25491,33304,15934
7903: 2048,100732,122859,3031,40713,11048,50715,15439,44986,26500
8936: 54180,89051,6306,736,40588,47168,5846,4744,22736,27018
39926: 78622,66553,37510,42411,11835,35197,49313,12939,39652,5576
16167: 70,35634,1244,3508,27275,38829,9999,21797,16409,3587
29080: 866,16981,37407,49383,9731,23042,14511,49896,51970,40810
156: 568,7029,302,58,84,42951,16132,10769,8392,43283
12552: 518,17,542,616,8,6003,9064,6082,44461,24373
22366: 254,7194,17,361,302,654,354,37373,13277,18221
23399: 31639,326,584,16548,9305,29934,32736,14895,24084,12999
39927: 20194,32388,7044,8683,3840,30143,32632,38903,13770,48848
40960: 5565,68379,89139,49470,36138,10188,17956,41124,46987,48861
15135: 3514,3476,427,1962,17,302,43003,14117,46300,9284
24949: 1217,17,394,302,654,361,43825,40685,28613,25434
2223: 533,5812,17,81,11453,39324,19138,21848,36715,2450
32180: 57282,13728,85612,66694,63658,37091,40916,45270,14546,32333
14619: 1730,5097,3568,890,4743,2848,10826,4322,43987,2992
12037: 6759,17,654,302,616,29,15,36838,49397,33172
16169: 1102,190,1050,8491,38082,46234,13453,18444,21736,41827
5323: 31324,82586,44268,33646,15026,19845,44655,16233,51388,10022
36313: 690,66,616,17,58,654,302,29,162,13241
10488: 239,302,654,58,84,27922,45356,20994,5783,49526
13071: 10041,51635,7875,51103,47518,49716,22970,33430,52307,33845
1192: 302,58,17,616,29,542,518,52244,1315,14306
3258: 17,58,654,8,84,542,29,32190,32598,30863
6357: 813,7178,3476,427,616,29,654,58,1102,10404
12555: 8231,37802,37401,41004,38706,4120,25484,8883,45881,45174
15654: 7716,6754,81,8392,37058,39792,5672,1054,31627,24736
49227: 14500,5891,16785,4058,29696,8338,41506,45793,33607,16454
51293: 17,302,650,182,616,38640,4001,50783,25339,16042
38897: 27514,9185,40200,36606,12499,7361,10433,12432,37210,45526
21853: 17,14448,16443,15107,2286,49056,23254,34508,15322,2111
23919: 17,866,15212,43192,22130,3296,1075,33325,20336,50965
5325: 99343,16073,105630,8611,62270,89362,46634,24199,12858,17139
36315: 59623,8001,43196,37714,19125,5154,7719,42658,41933,28611
12556: 17,1102,1762,302,8,654,518,354,35437,17634
20304: 25922,16297,14139,40608,17509,48084,29977,33574,37570,45933
25469: 27070,17,650,182,37302,11285,30539,38254,14592,50270
48195: 4616,29654,12186,39420,17953,33359,42028,13131,38378,24412
19788: 25946,302,17,58,654,650,45673,27087,10908,34773
22887: 508,873,17,8,616,84,341,9599,43425,30347
161: 1403,179,1039,12259,9581,1926,616,84,50869,15279
31151: 10259,17,302,29,35379,28322,29557,50545,9162,17080
13590: 2405,18660,11782,24457,43114,28500,32064,7170,26597,9736
20305: 8322,8350,29416,16804,6749,1143,31332,14559,50174,44426
678: 76,65,901,1535,720,22518,84,17,37647,33966
32701: 16960,108635,36350,44549,18558,41059,21435,36065,45461,29127
39932: 9238,32345,34557,46881,7155,4265,23091,19977,44635,37256
22888: 2369,29,1550,17,58,616,84,650,44081,47724
32185: 44371,68182,22012,46652,34386,23279,46667,22384,25446,50412
11525: 2361,19963,302,17,654,58,616,49829,12990,48557
22372: 17,31973,30549,33354,24083,20382,46744,45093,43413,45269
25471: 4021,2307,12273,28033,31388,16359,40850,13039,2893,45294
2745: 546,17,38007,43632,22628,35805,19106,49895,37332,15653
41483: 289,101,17,654,302,616,29,650,46068,40440
12559: 2162,4837,1119,302,654,84,24,47997,20892,47849
51297: 8322,24933,13077,39174,17507,5096,22212,11860,8335,31123
22373: 16024,74629,41366,50553,44474,38492,28104,44160,13849,38198
680: 65,559,58,29,17,654,616,650,40772,43132
2746: 16151,27209,4158,24118,5595,32863,38773,13137,39050,42119
17208: 56217,385,805,22801,28166,15475,39619,72,9968,51852
23923: 17,3101,10371,40190,28455,29688,28599,3645,5754,40211
25989: 669,30815,9674,16965,24933,13077,51232,37112,551,49207
3263: 18867,58,17,302,616,291,39000,15384,50914,49991
5329: 19871,1119,17,31128,3921,42858,12244,24793,11138,4406
36319: 101069,33762,441,1002,6315,1256,16465,41891,43272,41705
41484: 38121,15245,3504,28480,28238,51732,1967,5106,50949,11340
43550: 47876,31318,8414,3329,47862,19431,6486,19962,36103,9948
44583: 1145,441,4513,34805,30019,13287,25656,29116,16105,587
24440: 1405,29180,30068,22417,42032,20084,23363,12470,37079,51794
27539: 4880,49518,48514,20598,50184,47290,13183,32321,49400,2174
681: 6411,8786,46215,17229,27813,268,27175,39692,30146,16494
33737: 354,17,616,302,654,58,224,7795,39839,47678
3264: 40000,9476,14037,35216,31824,46759,19836,9557,30790,39361
41485: 3137,2157,17,81,780,39378,50802,36791,4632,37744
46650: 12952,37125,45139,8487,29899,49032,36183,29924,35438,26316
19276: 596,5991,17,302,654,58,616,3551,37652,1892
23408: 3516,81,14808,34390,10838,36891,1084,22648,37215,52219
27540: 12690,10548,43688,27181,27398,3037,23739,27968,12133,18547
682: 709,44,2460,26376,14498,47046,49265,15169,25361,43992
2748: 5287,28395,1519,40621,12870,3113,18503,17031,51078,46963
45101: 15115,2852,113542,9090,1727,1135,22880,1653,350,50581
25991: 30342,34932,10745,47620,51298,33249,20268,10103,6344,6273
32189: 431,17,84,35588,29416,10577,29902,34961,41403,47000
7397: 6275,861,17,654,8,650,7304,19560,6643,46057
11529: 29,301,17,302,654,14410,24919,28736,40125,32919
12562: 45423,12637,48208,9354,88524,40426,6002,16795,3494,33237
29607: 546,866,17,4086,9613,21547,2194,26642,4111,45448
683: 71448,97127,226,112536,44822,39367,39594,21913,25094,3563
6881: 6491,18239,17,500,13167,33655,18143,28210,4358,24820
14112: 861,591,17,302,58,29,84,48213,13714,44129
19277: 47997,26964,12190,11773,17770,3528,46690,42730,12140,9310
22893: 13420,51377,28350,44786,44489,26266,3664,31599,27599,49548
28058: 2512,289,101,17,302,616,29,354,14177,49305
35289: 7859,19006,38627,8001,18315,26627,36167,2371,14553,16621
13596: 17,654,84,354,49600,37254,11951,26391,42166,35653
14629: 16941,14170,15112,3215,36998,27283,45191,19507,20783,41567
29608: 813,1057,1119,17,11981,43315,49911,37872,5876,47250
684: 168,7606,18794,2825,19288,41226,5254,26225,33664,30473
32707: 3578,26143,12913,10664,41035,36357,37931,30577,12036,40771
4816: 17,10324,43501,37818,3140,9904,2158,45974,4963,37050
35806: 58,101,17,654,554,20548,14153,7433,33349,33497
7915: 238,32,17,302,616,58,84,15739,4797,21214
12047: 2139,1164,7318,15119,46743,23905,24306,12106,1726,20636
13080: 22205,1144,40888,52642,86137,121481,49985,6834,44464,14718
31158: 4308,23696,46120,38059,3928,26151,4865,31886,4319,5568
32191: 13512,17,302,873,58,45621,4965,26605,9305,9255
12564: 1023,2976,9894,58,616,84,354,16688,1851,14838
26510: 62,22114,17976,42418,19616,17083,41277,27974,47447,6244
6883: 94,17,302,654,58,84,5012,41516,25575,30133
42005: 81708,56455,54178,111031,1899,62290,64343,75860,45589,5005
13081: 363,289,101,654,84,1102,44271,18722,13412,19354
25994: 2703,32225,45229,37585,46548,33594,49151,31250,9795,13558
31159: 27070,7160,2548,157,3196,5111,19144,5106,7009,29500
33225: 17,564,47426,42474,9582,40216,30108,31048,47246,19854
4301: 116,1451,302,29,17,654,616,84,22583,6462
39940: 44207,17,654,21535,30745,15035,14490,46922,35936,38174
24962: 1330,51048,13976,20590,27640,15306,31160,4626,21516,5290
5335: 1102,302,654,8,354,48269,37759,33624,28487,34867
37358: 11579,47921,4646,21395,19793,36766,52319,29140,11617,23002
38391: 40993,1598,25372,34317,5682,16489,8246,6251,45245,35827
17731: 83875,21666,8418,5995,41091,20170,46015,33694,30683,11001
9984: 46837,12550,29024,96683,74617,45073,18169,8660,27883,16088
12050: 53415,17,654,616,518,354,32311,23690,48967,14362
171: 28641,302,84,36019,51670,31195,3161,33079,14909,33423
1204: 302,29,17,654,616,58,61,15,39046,46066
4303: 1684,1578,17,302,616,654,58,518,84,25760
8435: 3913,29240,48766,45008,22503,16897,12077,50056,8878,14305
43557: 16531,30010,27515,45453,33355,48560,19291,28834,31523,15877
15666: 34824,49699,33891,30463,4478,17125,45787,27113,9041,29337
48722: 76,5022,5729,17,616,302,736,58,36028,18850
27546: 46369,4944,6245,36480,40244,18432,50143,32381,2269,48580
28579: 13785,81,76,1979,39473,14234,39029,22369,4045,36297
1721: 4967,302,245,17,15,61,654,58,178,48439
6886: 179,709,230,559,19984,1548,58,84,38264,9348
37876: 80222,34705,4686,26591,8126,39782,27170,37336,348,39868
172: 1937,1217,861,654,58,84,542,76,32490,45191
4304: 65,302,101,84,650,21228,34167,44529,21356,17218
10502: 11241,53201,41101,28760,22678,58923,38702,3030,13888,18229
11535: 19963,302,654,11411,41897,26804,44257,45231,24381,18355
12568: 19436,17225,30975,42342,46061,49205,18303,51948,44596,10067
18766: 29,654,58,84,616,1102,29893,41260,41226,35458
20316: 302,84,654,616,29,354,39182,16118,42823,9322
22382: 17,302,5303,13272,21144,38779,35203,39132,32272,16126
26514: 3704,4702,17,616,302,58,542,650,32,42030
24965: 224,6073,15615,17,302,654,650,182,8705,3788
6371: 8276,29,32,17,654,616,58,650,84,51664
41493: 669,15708,31781,2401,7830,1985,345,28810,22060,15116
13602: 28536,302,58,17,654,28206,38621,11634,28718,43056
30647: 6906,42870,45123,3115,25828,18897,22824,2818,43096,1951
2756: 1550,239,302,654,616,58,650,7044,48230,12307
7921: 10503,8117,8454,27291,6334,41409,5731,50610,46129,17266
37878: 30,49532,24756,46208,42983,7557,44416,8749,43346,13532
16185: 2268,245,17,353,273,15962,27413,46594,29057,42064
174: 50866,41880,12261,46780,23826,39859,8029,50334,19400,11610
35296: 616,42164,2631,33731,29059,51410,9782,21789,6723,34077
11537: 7478,3378,866,22713,44117,46865,21128,26640,8828,11764
47692: 415,24845,23143,49689,8357,41373,16024,10904,34974,49975
26516: 16387,12022,5381,641,63933,41710,21444,48793,13819,10317
27549: 394,17,5734,45457,904,13528,43269,39507,5064,27159
6889: 239,302,654,84,58,45898,36684,49709,32223,11838
13087: 245,14746,46428,28855,7654,50352,8540,43733,18648,5125
14120: 17,302,654,58,616,29,84,49336,10028,30648
16186: 98,48486,28360,23871,38306,22750,18094,8408,19247,40730
21868: 449,521,17,302,654,84,70,30828,2310,22315
22901: 38356,15980,41719,38537,21499,47373,38793,25480,44285,34825
23934: 7407,370,17,518,616,8,58,302,13352,9498
54924: 1145,47822,9898,2423,26133,18818,46498,28450,24816,37581
1208: 17,162,654,302,58,616,45065,1945,45741,50581
35297: 11800,56113,12791,72766,82549,13504,51035,44579,40884,42141
36330: 680,2073,17,1232,30678,31651,20181,15975,20944,29654
39429: 36173,34910,9172,7928,43798,34543,20006,24934,21136,21808
11538: 29,486,17,58,616,84,5313,30443,38827,37559
32715: 6379,40002,22694,26517,12763,6749,1159,48930,15355,4211
11022: 244,518,302,654,58,84,76,14631,37266,6954
16187: 10902,81,226,43930,34478,45579,40916,30223,45247,39012
20319: 44,7069,34334,8737,4282,13968,45250,9411,20041,160
21869: 8322,37705,1621,52212,11498,29636,15003,51935,35240,11055
26001: 82058,58480,25336,46090,39377,44490,573,49836,4114,85
1209: 1218,28541,94,1382,17,76,19009,12329,44550,34367
33232: 81372,273,11803,30748,15632,37582,31806,44193,38735,30836
9473: 22777,41183,3424,39150,12155,26206,32709,18915,20911,29704
39430: 74353,17,58,1325,36381,11283,3226,19738,11804,5181
15671: 18457,4848,29228,32355,43869,33625,20663,11518,51326,31944
27551: 29741,76,115363,10875,33788,52070,44057,4673,4142,23304
5858: 28541,13948,20707,2931,2270,12771,25006,11075,31784,37357
50277: 36227,49357,14636,6267,31935,38734,29596,31226,52272,27189
22903: 654,97,29,3234,17,58,51526,34907,5328,48017
177: 29,17,654,58,616,84,2930,6792,11906,6793
2243: 119,559,508,17,49096,11828,11230,18849,23423,43776
9474: 5078,48633,44208,39478,5176,17296,769,28154,24407,5495
11540: 19065,26293,4600,74679,7082,5240,31203,50605,41633,6848
12573: 1548,2338,7210,17,616,58,654,302,650,11696
14639: 31633,40263,76,17,6387,16129,9181,48921,11142,36512
21354: 45187,23093,3418,52079,44129,22140,39184,27476,38147,48122
28585: 37015,36778,67107,33809,88104,22258,38592,32514,25,13799
1727: 5315,68712,17,654,616,58,44566,49683,4322,1031
2760: 29,84,76,650,1102,138,8951,11780,16109,44935
8958: 239,302,654,84,15766,33798,18351,49875,5395,47881
53894: 65,6793,889,17,616,302,46138,24027,6265,34564
2244: 1405,124,699,3915,9943,1548,302,616,15922,32088
3277: 9874,76,168,984,31677,37236,23759,14016,34973,3269
39432: 68426,47452,76957,47267,30934,10595,44763,23317,19093,18137
13607: 1832,17,138,70,302,654,354,84,27195,49853
14640: 74193,35834,43763,8040,24787,26495,8298,5827,49284,21434
22388: 1164,9619,40867,31039,15458,15783,15532,322,48569,50584
1728: 302,239,58,616,84,1102,354,39988,8374,3370
20322: 94885,25962,4028,27124,5792,34695,18949,11393,42200,29287
50796: 866,17980,37536,7195,13186,16341,14937,14836,4776,2761
7410: 2379,81,226,25510,30295,41405,3944,46470,24976,6765
43565: 10756,7653,7725,6942,20877,26041,26357,39900,18336,44858
29620: 58,289,17,654,302,861,11866,47735,33010,1741
33752: 200,6791,52227,10514,27950,4,30240,27509,25460,23494
6894: 5152,112582,6922,37583,48296,4443,36899,37550,30872,6626
13092: 65,22603,354,302,58,616,84,29,2202,18703
43049: 168,8860,719,984,1326,5480,463,1400,51314,47195
22906: 5303,17,4032,238,48885,14149,19040,506,39131,35665
29104: 69,1917,3440,1617,12597,29955,36337,45529,40991,17894
3279: 17,84,34906,30431,35114,50880,18178,36893,30098,27224
23423: 6315,441,16465,41424,33163,13620,45336,16832,9537,36143
26522: 8322,24933,48068,16153,16205,43646,8822,47815,8922,16609
31687: 17,302,650,182,616,1245,17225,49773,26394,3721
6895: 546,866,17,43251,22388,21623,17651,43719,2247,8175
16192: 85292,36401,45791,1989,23317,19244,9961,99734,43506,28271
2247: 6,554,116,3250,302,14440,714,11850,17954,10284
40468: 5449,16055,6365,25584,52020,12506,31061,44790,9204,8280
5863: 3915,4671,14259,25284,16048,51626,20626,17351,22639,12807
35820: 44575,29464,43089,22829,12776,12504,3795,41403,39143,2640
13094: 2447,17,49917,3776,33451,23390,2486,14712,9794,45052
32205: 1730,5097,3568,890,4743,12561,47288,20243,39005,28507
16710: 17,29427,42370,21146,30462,42825,9114,51110,5798,50174
22392: 25169,14429,20769,13948,42940,32732,19385,29806,30268,15724
4831: 29,239,654,58,616,84,1102,48659,28867,22892
5864: 1382,116,709,1544,302,654,17,34832,23565,1410
14128: 1175,37218,11944,46392,10750,335,2868,39054,41772,45275
51833: 72573,44658,73687,118821,112890,43833,19646,2938,33464,8572
